iso3,area_id,kp,median,lower,upper,indicator
ZMB,ZMB_1_10gh,FSW,0.4725503860972844,0.3594783308848486,0.6058102593494586,prevalence
ZMB,ZMB_1_17xt,FSW,0.45717557630218775,0.35831338905763055,0.5638755600617953,prevalence
ZMB,ZMB_1_11,FSW,0.4909821435123188,0.3723297424204454,0.61248372868604,prevalence
ZMB,ZMB_1_12sg,FSW,0.4194304092176691,0.29455731968998056,0.5555346207297357,prevalence
ZMB,ZMB_1_13,FSW,0.40382986015201694,0.27335873031027325,0.5379040880908447,prevalence
ZMB,ZMB_1_14fz,FSW,0.5337471271063337,0.416576227389134,0.6482463829541659,prevalence
ZMB,ZMB_1_15pi,FSW,0.3638904129353121,0.25498736205538025,0.5207406849389958,prevalence
ZMB,ZMB_1_16,FSW,0.36945081528578144,0.23271280310974857,0.5354222682801386,prevalence
ZMB,ZMB_1_18,FSW,0.4611710943348126,0.33797180900163115,0.5937484232867691,prevalence
ZMB,ZMB_1_19,FSW,0.44073907016237707,0.3324624481116827,0.5621140677563562,prevalence
ZMB,ZMB_1_10gh,PWID,0.24427222051065972,0.12477452754301276,0.4079736916764232,prevalence
ZMB,ZMB_1_17xt,PWID,0.2482369543498935,0.1275770144413945,0.4320773391898806,prevalence
ZMB,ZMB_1_11,PWID,0.2530468162147594,0.10864184553124528,0.4656606011084387,prevalence
ZMB,ZMB_1_12sg,PWID,0.22896655341831268,0.11348074393812792,0.39230493717091897,prevalence
ZMB,ZMB_1_13,PWID,0.21236674804204408,0.10396536042416536,0.3713339540265775,prevalence
ZMB,ZMB_1_14fz,PWID,0.2789125489763336,0.14164879246346845,0.4762607512854852,prevalence
ZMB,ZMB_1_15pi,PWID,0.21534402465270483,0.10511664242581546,0.38228598599108543,prevalence
ZMB,ZMB_1_16,PWID,0.2150265713763631,0.10200260447846889,0.39963247960203474,prevalence
ZMB,ZMB_1_18,PWID,0.24350250523349065,0.12327872611239749,0.4378876462052469,prevalence
ZMB,ZMB_1_19,PWID,0.2090276359449481,0.09966253135645067,0.3733284361567097,prevalence
ZMB,ZMB_1_10gh,MSM,0.1265724805964853,0.06252722816988342,0.2326233469575547,prevalence
ZMB,ZMB_1_17xt,MSM,0.12340064741551587,0.06622839568632896,0.21513964936379204,prevalence
ZMB,ZMB_1_11,MSM,0.11804845058733802,0.0574964116643861,0.23355859154734585,prevalence
ZMB,ZMB_1_12sg,MSM,0.10663334355650178,0.05160697301556954,0.2024016656480281,prevalence
ZMB,ZMB_1_13,MSM,0.097092340354659,0.0421820388880471,0.19839104435399096,prevalence
ZMB,ZMB_1_14fz,MSM,0.1990301431654353,0.10960583202646544,0.32908216273990343,prevalence
ZMB,ZMB_1_15pi,MSM,0.09310307036404404,0.04470043669691765,0.19487231299544952,prevalence
ZMB,ZMB_1_16,MSM,0.1001791027224706,0.03813909344089666,0.2184676097426532,prevalence
ZMB,ZMB_1_18,MSM,0.12297658454040925,0.05753664664884415,0.25871835305537244,prevalence
ZMB,ZMB_1_19,MSM,0.08535682058583106,0.04360934108519821,0.15905548164114588,prevalence
ZMB,ZMB_1_10gh,TGW,0.1959751956440214,0.10411722938442988,0.3431149125634504,prevalence
ZMB,ZMB_1_17xt,TGW,0.18977313356769424,0.10655094620633844,0.32764007787886035,prevalence
ZMB,ZMB_1_11,TGW,0.1896419919734921,0.09463371370799883,0.33875592565566537,prevalence
ZMB,ZMB_1_12sg,TGW,0.17549221546888813,0.08406902674934708,0.32544739077907053,prevalence
ZMB,ZMB_1_13,TGW,0.16701686927416107,0.07149316940967672,0.32326443371335956,prevalence
ZMB,ZMB_1_14fz,TGW,0.2837010009387157,0.16683130346049288,0.4396352234634087,prevalence
ZMB,ZMB_1_15pi,TGW,0.15087239970797525,0.07040926884274155,0.2923020987356476,prevalence
ZMB,ZMB_1_16,TGW,0.16227098426877695,0.06438357481696724,0.35349151189750055,prevalence
ZMB,ZMB_1_18,TGW,0.19888839009804116,0.0985255380341337,0.38244576783116746,prevalence
ZMB,ZMB_1_19,TGW,0.15459635916335202,0.08257500623567812,0.2849235076097523,prevalence
ZMB,ZMB_1_10gh,FSW,0.0173751577955558,0.00778411852139939,0.03610984580851428,pse_prop
ZMB,ZMB_1_11,FSW,0.0211441062427855,0.00922201687782006,0.04951303165521197,pse_prop
ZMB,ZMB_1_12sg,FSW,0.01620382430472968,0.00699724528388777,0.0347731249425746,pse_prop
ZMB,ZMB_1_13,FSW,0.0174830760196074,0.00754675097011772,0.0391445657001712,pse_prop
ZMB,ZMB_1_14fz,FSW,0.01949910235334496,0.00973867871388729,0.03851944150619623,pse_prop
