iso3,area_id,kp,median,lower,upper
NAM,NAM_1_01,FSW,0.3553052269326665,0.18605977311054714,0.5724328569732505
NAM,NAM_1_02,FSW,0.3173335347424498,0.2007022045189597,0.4521618762479696
NAM,NAM_1_03,FSW,0.32833647806500205,0.19905653694774555,0.4615996056113071
NAM,NAM_1_04,FSW,0.42354999717229513,0.2822385364649473,0.5790118136251206
NAM,NAM_1_05,FSW,0.37180329651859784,0.23152901348975208,0.5394269401602425
NAM,NAM_1_06,FSW,0.2854515008741897,0.1826050427264092,0.417705652509026
NAM,NAM_1_07,FSW,0.28824355123296264,0.17037906565883634,0.42497220346716236
NAM,NAM_1_08,FSW,0.39907266063667324,0.2545544313666267,0.5485223162087126
NAM,NAM_1_09,FSW,0.32973965750053746,0.2078391927024819,0.4715762081612911
NAM,NAM_1_10,FSW,0.4045741449444001,0.24760010024173107,0.5875763396018591
NAM,NAM_1_11,FSW,0.40216650416756616,0.2425964323854556,0.5833296438439151
NAM,NAM_1_12,FSW,0.42480039830546673,0.2598514398645952,0.5935690370211997
NAM,NAM_1_13,FSW,0.3328056058595674,0.21030554024059445,0.47529743721320555
NAM,NAM_1_14,FSW,0.5463002608386517,0.39708133144190394,0.6756745655853432
NAM,NAM_1_01,PWID,0.21909663673759405,0.08168917786263771,0.46270650982975436
NAM,NAM_1_02,PWID,0.23262358063025612,0.08820616129678344,0.4519144341020774
NAM,NAM_1_03,PWID,0.21977259492510678,0.09501445393612225,0.44505431062316986
NAM,NAM_1_04,PWID,0.25955106308698794,0.10761104097478431,0.4774843283905129
NAM,NAM_1_05,PWID,0.24881630658489626,0.105758250954254,0.4583597627228288
NAM,NAM_1_06,PWID,0.21524427952162295,0.08802977860499944,0.437373710366549
NAM,NAM_1_07,PWID,0.22492009923515704,0.09052457812153368,0.43166565290630105
NAM,NAM_1_08,PWID,0.28322004549728225,0.11412224953949747,0.5044023547830024
NAM,NAM_1_09,PWID,0.22015189099245122,0.09352148925973133,0.41325856094567487
NAM,NAM_1_10,PWID,0.27962204496913823,0.10581668778897967,0.5126848199377071
NAM,NAM_1_11,PWID,0.26944326091138937,0.10321601648099493,0.5162587413095381
NAM,NAM_1_12,PWID,0.2741204356984964,0.1116142789897593,0.5201579768321712
NAM,NAM_1_13,PWID,0.2354650072363752,0.09885461954784358,0.45708039479592094
NAM,NAM_1_14,PWID,0.2833356795821613,0.12365708569741997,0.5102860935531796
NAM,NAM_1_01,MSM,0.12743740618727936,0.05472538569076203,0.2551913035514702
NAM,NAM_1_02,MSM,0.14151762600541376,0.06667641004467259,0.27455047356162565
NAM,NAM_1_03,MSM,0.14355059436619122,0.06210375405097584,0.27922609212426636
NAM,NAM_1_04,MSM,0.13863683932740536,0.06152781577593939,0.29026106063279977
NAM,NAM_1_05,MSM,0.12359898499317547,0.053284794608098804,0.2540726454102479
NAM,NAM_1_06,MSM,0.13874400248214705,0.06263163414144154,0.2784278934877363
NAM,NAM_1_07,MSM,0.08995831139803007,0.041144053064641986,0.1992428970768118
NAM,NAM_1_08,MSM,0.14189477286896768,0.06356978224519037,0.29702102809754394
NAM,NAM_1_09,MSM,0.11654724094582397,0.04780014976102894,0.24818164306418172
NAM,NAM_1_10,MSM,0.13783811720713388,0.0520110107826725,0.30156130452433183
NAM,NAM_1_11,MSM,0.1144496428038368,0.05221580308718176,0.22971505782178786
NAM,NAM_1_12,MSM,0.14798472733613588,0.0636750129760944,0.30732144140213236
NAM,NAM_1_13,MSM,0.12361548861745054,0.05997136132403119,0.24233537078310444
NAM,NAM_1_14,MSM,0.17501805745793414,0.08241225811910736,0.3355185415635606
NAM,NAM_1_01,TGW,0.20827693650544635,0.0920622341225689,0.39702061156340696
NAM,NAM_1_02,TGW,0.21878743779446366,0.09793352778085607,0.41361582562604615
NAM,NAM_1_03,TGW,0.21536196115879216,0.1009177753282438,0.4121573699397188
NAM,NAM_1_04,TGW,0.22823368972099287,0.10335268756979668,0.4338287168731209
NAM,NAM_1_05,TGW,0.19913661610562847,0.08525960657332662,0.3860505356036183
NAM,NAM_1_06,TGW,0.21260726039662856,0.09419298930880751,0.40757033521349195
NAM,NAM_1_07,TGW,0.15181603915486885,0.06965974449097004,0.32125157708599494
NAM,NAM_1_08,TGW,0.20184181789741065,0.09502404778138139,0.4086275932997058
NAM,NAM_1_09,TGW,0.20181746394301514,0.08535947748344037,0.39134832043310763
NAM,NAM_1_10,TGW,0.19682899250455632,0.07598483052170174,0.4150614484754329
NAM,NAM_1_11,TGW,0.1679101515781051,0.0781612010321454,0.3282182585550814
NAM,NAM_1_12,TGW,0.21379198937376487,0.08937245597408616,0.434081508711736
NAM,NAM_1_13,TGW,0.19681657838591637,0.09166145349251031,0.3790287046249172
NAM,NAM_1_14,TGW,0.2827808615157341,0.13539611936086032,0.5045560944431007
